Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Honduras,Construction (ISIC F),47316976,47316976,46565699,54827586,72102059,81114817,88625448,108904152,149461561,159976444,202787042,197529600,240340198,273386975,288408237,267378470,214804052,226821062,274138038,348493287,209684814,210486027,289883611,338185852,261705125,284057848,243824527,284603439,341499067,408263204,420759824,416312906,391307251,452541350,473822092,499534268,602798329,736990013,869255717,907515705,947970638,1083985116,1112861364,1123388429,1025427057,1073493376,1189269898,1351402331,1449612763,1520820973,1195299114,1655093079,1703202445,2291732761
Honduras,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",141072523,146780660,156565316,182660306,213647405,248711674,290299527,337595518,413432192,493346107,595277121,689053653,669482899,659697521,662143866,696392686,746135021,783645634,837465209,888022992,511243616,480679820,522677828,518130179,495547629,674159824,683133492,785631116,896778687,959845586,1058609276,1162520822,1244461408,1298418719,1427006723,1607681112,1862064677,2113939593,2409780066,2361146541,2598853671,2966684978,3119496546,3226511375,3440885081,3553013362,3645059469,3866925337,4160700770,4305572860,3766981942,4849430465,5845439766,6403705456
Honduras,"Transport, storage and communication (ISIC I)",73870805,77708249,89220172,98814156,116082693,126635666,152538416,189953499,219693693,268621109,300280026,344410636,350166803,357841692,372232108,391419330,443224830,488314802,543957746,621665995,328031901,328047364,365742334,330876367,298689476,313203327,298988369,363574492,427895358,462091629,547148949,586757460,563999937,620815743,636066717,697103963,740229997,836862467,952080517,1038322105,1063455605,1091819280,1172464745,1215189562,1304411944,1506007585,1578759403,1592475255,1626073791,1729030039,1602721158,1834847501,1847073153,2139348653
Honduras,Other Activities (ISIC J-P),186435381,197193793,222883043,239340177,263714677,302658208,369177090,423784829,530478634,639352930,767942824,886549937,933272104,1015342927,1120941507,1269143639,1384479805,1517482164,1656866212,1870450852,1031738514,966012189,1090651375,1134244027,1049089671,1217570611,1225040395,1427228003,1684747098,1784716694,2040720027,2307293785,2501042396,2662073026,2906007642,3197871038,3615456300,4261046515,4917186221,5508301094,5941947912,6249998128,6569170388,6838253420,7139037006,7284033962,7455006039,7693432715,8013432511,8414997757,8399808951,9647717256,10258906943,11192258875
Honduras,Total Value Added,820930973,871846111,960488061,1090564997,1231484567,1345557302,1601400440,1949878678,2284897677,2660175509,3064335229,3372889340,3485532482,3674153312,3917473540,4221572380,4447032884,4827662949,5381998370,6048447336,3541493790,3438436478,3841826572,3934214832,3813510095,4440474678,4508890451,5255755248,5801225897,6023589061,6790884041,7182920706,7409261023,7789989449,8402253741,9279690391,10436423696,11917497129,13567979207,14282824648,15493064339,17398611577,18213237390,18235935300,19203957658,20287252209,20904944846,22224253179,22994718146,23746185035,22537323766,26664682961,30013268390,32811697761
Hungary,Final consumption expenditure,4273331726,4651787028,5305291064,6421664296,7410116806,8551213040,9693416601,10694427305,12626278482,14861730941,17721542979,18158501006,18313426116,16843597650,16205561851,16837013307,19826473157,21556178626,22517853258,22374943492,26053075619,27742606641,32329350150,35107174678,36057949586,35658085513,34831137267,34392476366,35479472330,37084623737,35693935591,40326465147,51661317633,67633513642,80076447112,86856728421,87022928846,105175517243,118518214742,98894796755,97793250592,103924030738,94700508283,97385457878,98597462042,85872639238,89923256805,100717950929,110921187711,113964332898,111671552722,126346607875,124695578542,148910680519
Hungary,Household consumption expenditure (including Non-profit institutions serving households),3084637424,3339876908,3855240903,4705419369,5330937073,6176969793,7011077843,7712684103,8943619622,10601798672,12700372280,12961066991,13023482472,11973580229,11585306586,11966874827,14030507779,15391618118,15551182901,15642433293,18117046891,19079732871,22351071325,23949230976,25040522728,25037749214,24737310565,24339334455,25292074844,26652970922,25684911773,28994317428,36880340201,48006049753,57147102900,61811466436,61575821094,76047083063,84677652322,70034270417,69507201052,74687742160,68994338177,70628976955,70408970988,61204435574,64272612098,71843295275,79316497561,81028411202,78085384041,88284510225,88112088389,105334225147
Hungary,General government final consumption expenditure,1188694301,1311910120,1450050161,1716244927,2079179732,2374243247,2682338757,2981743203,3682658861,4259932269,5021170699,5197434015,5289943645,4870017421,4620255264,4870138480,5795965378,6164560509,6966670356,6732510199,7936028728,8660281103,9973514404,11125602540,10992163854,10620336299,10093826702,10053141911,10187397486,10431652816,10009023818,11332147719,14780977432,19627463889,22929344212,25045261984,25447107752,29128434180,33840562420,28860526337,28286049541,29236288578,25706170106,26756480923,28188491054,24668203664,25650644707,28874655654,31604690150,32935921695,33586168681,38062097650,36583490154,43576455372
Hungary,Gross capital formation,2146729756,2619379817,2589255659,2995024810,3958150830,4769495934,5247037435,6076529625,7880301530,7502707749,7819847581,7751704789,7589993621,6390218609,6025698810,5928476165,7343923290,8016453825,8186603717,8777313367,9497552122,7390391437,6473622759,8324694580,9955605059,10911795438,11758979342,12533071600,14060884166,13414492489,13330587245,14180261091,17412699377,21049574987,28606536098,29591216665,30452302866,34887672849,39781752334,27465183477,27948391596,29807575042,26062160851,29699233331,34492581738,29879197730,28417893129,33358487793,43666697095,47334101700,43831695148,56720009676,61409457522,53172187319
Hungary,Gross fixed capital formation (including Acquisitions less disposals of valuables),2354421053,2664173782,2978667681,3543152549,4194455346,5157552528,5699587245,6798987695,7966429178,8743080037,8992546236,8482607436,8226366300,7262928648,6607570175,6523962404,8027018681,9102778632,8258608247,8447749128,8488548676,7902256196,8360266984,8230307910,9434031134,10166872312,10723797877,11041764556,11808900739,12350687165,12091115869,13417606199,16781945557,20241154966,25145014900,27101203763,27297271733,33350449056,37141526901,29825685927,26678002509,27896719803,24803157057,28446152127,31365359950,28087712672,25481742188,32243390016,40322392939,44987266910,42198735917,50230319791,49859373987,55530744431
Hungary,Changes in inventories,-207691296,-44793965,-389412022,-548127739,-236304515,-388056594,-452549810,-722458070,-86127648,-1240372289,-1172698655,-730902647,-636372678,-872710039,-581871365,-595486240,-683095391,-1086324807,-72004530,329564239,1009003446,-104402622,-922936123,270289944,559515020,744923126,1035181465,1491307044,2251983427,1063805324,1239471376,762654892,630753820,808420020,3461521199,2490012902,3155031133,1537223793,2640225433,-2360502450,1270389087,1910855239,1259003795,1253081204,3127221788,1791485058,2936150941,1115097777,3344304157,2346834790,1632959231,6489689886,11550083536,-2358557113
Hungary,Exports of goods and services,1508314262,1636075410,2180042853,3021942397,3608258946,4074609642,4417307751,5256648729,5757225585,7126436790,7754037809,8038578383,7862249297,7565184275,7487779036,7788466370,8427294588,8848105453,9415581530,9406836008,9213362310,10010561914,10708903475,9317598662,10974532978,18221745974,19562995152,22676871874,25799589555,27319784240,31571756715,34859272575,39271138485,47999438269,61955823178,70710738667,85323332858,109046987760,125323004222,97259206787,107172345141,122146730994,110596984359,115833299806,122820302233,109507057002,111069631884,122904333779,134422841353,133707076997,123737491748,145564398286,158900902005,172643197878
Hungary,Imports of goods and services,1546546565,1881064368,2001903575,2533330848,3801197713,4577505133,4643405337,5552247683,6777938699,7321096870,7791087131,7858696365,7328756732,6861118285,6582052172,7052269904,8311114826,8532455387,8312056923,8128992028,8037228310,10283942341,10776663571,12184916854,13401451528,18200939399,19319334411,22203846583,26555525843,28658702978,33320319537,35566400223,40714815294,51492045117,66623460408,74060446181,87194453158,108986876393,125394736027,92811724394,101015250087,114165531820,102889383804,107271937236,114781649601,100014767347,100427220953,113645673509,127826035145,130068829560,120772251864,145359810209,167425777261,162069379239
Hungary,Gross Domestic Product (GDP),6388906324,6953258638,8155392660,10099274415,11069182856,12622019527,14626534131,16335178700,19096959625,22049261780,25483141828,26132691670,26613373060,24152666924,23417035737,23712895485,27314387215,30019919943,32146934198,32588183005,37192704193,34867128511,38857294031,40256678544,43291988150,46590687526,46833777351,47398573258,48784420208,49160197487,47275960014,53799598590,67630340201,85190481781,104015345979,113098237571,115604111412,140123301460,158228235271,130807462625,131898737241,141712804954,128470269690,135646053779,141128696412,125244126623,128983560865,143335098992,161184691014,164936682034,158468487754,183271205628,177580160809,212656686476
Hungary,"Agriculture, hunting, forestry, fishing (ISIC A-B)",997312758,1141283291,1263919006,1659476530,1790544055,1934882914,2216648314,2504108354,2764704116,2972292257,3750760936,3966535490,4099820771,3624509367,3497527233,3363065629,4028619133,4074229273,4201880783,4032709075,4173472410,3115600502,2868400880,2674984927,2975938720,3391885476,3462027777,3079878830,3011804946,2677074234,2394882684,2705825683,2955313704,3327774475,4531777472,4213069783,4090935881,4887313423,5503414417,3918046209,3966338721,5630280272,4995576122,5320767116,5567948066,4710876822,4988730360,5373556419,5595731741,5484228996,5328577149,6337127133,5563889380,5945903055
Hungary,"Mining, Manufacturing, Utilities (ISIC C-E)",2123523788,2318297653,2735428632,3465466846,4064682215,4735433286,5254138005,5873798339,6871813545,7898490124,7695936784,8055452602,8152226129,7368457700,7086234842,7252830466,8204999929,8925101456,8889198943,9005604237,9170747116,8560494272,8713433156,8601042977,9046070603,10021401333,10030379526,11163838017,11646733157,11411619432,10728300873,12073433628,14728609467,18522351840,23199327565,25168028259,26108046960,31510206897,34154936670,27492192249,28629309951,30753739027,28017642203,29353078969,31260584261,28607970788,28919190831,30888372404,33359829023,32580189913,30963812379,34274020051,33475320667,42906189669
Hungary,Manufacturing (ISIC D),1501450448,1639279002,1934379367,2449759338,2874747496,3349451648,3710216742,4160318209,4861920864,5549964035,5500451642,5680934294,5610098408,5016376842,4975603570,5106276570,5645394807,6177536901,6096322270,6616187155,6484752911,6237422863,6962285586,7062898550,7608176240,8445154087,8429722234,9332939544,9730735924,9488996574,9021502296,10305752382,12545115425,15844673958,19736001151,21527593852,22783530586,26710931196,28914075996,22449612454,23920319958,26159409117,23758929385,25375743758,27412077873,25308927533,25226036918,27381866877,29662564533,28577196725,27373831968,30288707394,29896638672,36630114277
Hungary,Construction (ISIC F),486628278,531404856,626977663,793778507,932461992,1085169219,1201077572,1353694282,1569664471,1792252656,1816990881,1790998821,1813081632,1695652574,1636629077,1631224712,1904808787,2170912120,2122268460,2042886594,2075228435,1706011087,2011379090,1879764995,1977728803,1961491127,1826341879,1979268962,2037129686,2091670737,2043180603,2512614751,3393192100,3983555252,4757784583,5604815051,5354503541,5919586478,6627993183,5389028458,4644386113,4867076173,4163987783,4634560451,4991692522,4446056223,3905328155,5172953966,6887585658,8049879584,7638611890,9522910418,9666594948,10995104152
Hungary,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",482097230,529055147,623323554,765052997,894591098,1016177736,1138601459,1289137591,1515898252,1688191006,1899453146,1865689140,1819944358,1715162606,1723016869,1840316064,2246201610,2600369122,2380239983,2535576083,3959663004,4141704099,3764131007,3952862038,4086801349,4230036380,4467316679,4747352407,4973188952,4766151630,4775122189,5675042759,7357286146,8773292516,10788473253,11772284644,12390161129,15246934210,17674900260,13235761295,13009973030,14053930517,12351566127,13756941371,14647294015,12683146429,12953956451,14678103972,17020590031,16967398335,16116018572,19926797501,18500198830,23074393093
Hungary,"Transport, storage and communication (ISIC I)",538504574,590800297,695974626,855138083,998204319,1134148363,1276769432,1431030716,1693115064,1920039199,2046187829,2122900828,2187368365,1904248313,1756499885,1764396021,2140900833,2287015473,2283048254,2390710612,2577735078,2815453187,3112309479,3019975251,3181615462,3832674558,3894962222,4274739345,4455366485,4751059650,4335950859,4916510175,6191413541,7620295132,9158935449,10119108639,10638200485,13464232974,14870381919,12671058029,12700760220,13922036259,12683026006,13490158475,13937509763,11963384139,12541720639,13413920807,14917516515,15368516480,14647265663,16413166597,15923785156,19067979212
Hungary,Other Activities (ISIC J-P),1254069998,1375847368,1620866963,1991360457,2324558661,2641782610,2972386099,3332670353,3946681268,4462747555,4770290322,4962217353,5040955821,4668346826,4634134234,5138958718,6233048543,6677856164,8317072636,8854254745,10284400335,10675857801,13209578842,14505697640,16513223063,16041877310,16299884264,15703903242,15975356224,16491413511,16030276272,18618032043,24088321743,30981072044,36590724840,40579850438,41790569894,49492475187,56715187667,48468089453,48979580256,51332118077,45880279130,47991399003,48857986114,43123392373,46165398960,52069738856,58443213037,61002614739,59234777433,68796640725,67885420977,81961793319
Hungary,Total Value Added,5882136627,6486688611,7566490445,9530273420,11005042339,12547594128,14059620881,15784439634,18361876717,20734012797,21979619898,22763794235,23113397077,20976377386,20334042140,20990791609,24758578836,26735483608,28193709060,28861741344,32241246377,31015120948,33679232453,34634327828,37781378000,39479366183,39980912347,40948980803,42099579450,42188989194,40307713480,46501459039,58714136701,73208341259,89027023161,97457156815,100372417891,120520749168,135546814115,111174175693,111930348291,120559180324,108092077372,114546905385,119263014739,105534826775,109474325396,121596646423,136224466005,139452828047,133929063085,155270662426,151015209957,183951362501
Iceland,Final consumption expenditure,385923864,491709091,618300258,808151922,1121183906,1033743453,1188386778,1571335043,1821197235,2113469938,2478292634,2621644708,2470151614,2133991504,2214140626,2371071465,3114602590,4454777214,4907458822,4492567896,5050485268,5495110321,5684251641,4865860007,4931592234,5581986562,5847948902,5886385465,6674024456,7270608921,7396297325,6419265684,7323442999,9333534270,11166302401,13964888126,14086271459,17195520084,13748616145,10080498287,10484545741,11680231174,11538262358,12387977550,13651561869,12807031664,15029522435,18242804761,19546993626,18452416221,17310320301,20345080032,21795748159,23381452355
Iceland,Household consumption expenditure (including Non-profit institutions serving households),316048864,399815909,490617789,638199721,873112004,798016852,921810197,1216115553,1392838108,1611036586,1904198070,2017960139,1887312399,1629081919,1733713033,1843584117,2392563672,3411047332,3688214825,3396362182,3809319884,4126389537,4239193890,3566900227,3604382053,4068578127,4276732812,4312629129,4866066476,5286418446,5345930512,4529194371,5038725356,6447083990,7807240817,9843358946,9841049416,12041206963,9363416477,6751931224,7071364531,7893762916,7886354498,8461508135,9341183838,8703212635,10245066600,12387823351,13205731364,12383921380,11238665593,13284800417,14428626833,15518895219
Iceland,General government final consumption expenditure,69875000,91893182,127682469,169952201,248071901,235726601,266576581,355219490,428359127,502433352,574094564,603684569,582839216,504909585,480427592,527487348,722038918,1043729882,1219243998,1096205715,1241165384,1368720784,1445057751,1298959780,1327210181,1513408435,1571216090,1573756337,1807957980,1984190474,2050366813,1890071314,2284717643,2886450280,3359061584,4121529180,4245222043,5154313122,4385199668,3328567062,3413181209,3786468258,3651907860,3926469415,4310378031,4103819029,4784455834,5854981410,6341262262,6068494840,6071654708,7060279615,7367121326,7862557136
Iceland,Gross capital formation,146464773,249251136,266142144,416008728,613036301,555650477,534839483,738243073,693399809,796232558,1018293433,1041786961,1000964793,647228476,738852492,689922255,818569151,1272251125,1416347552,1187445556,1366495924,1540737789,1427032185,1170676883,1138409017,1295897019,1541544421,1648256144,2199358689,2117079671,2250262377,1885826862,1846011186,2433529750,3434875370,4865584911,6300126731,6403699696,4703260824,2015662630,1912667218,2372010243,2362580296,2494489121,3077464953,3398974485,4384008718,5376285015,5806119726,5102532345,4612888668,5926492999,7014549759,7789327944
Iceland,Gross fixed capital formation (including Acquisitions less disposals of valuables),151113636,231819318,281398144,422382559,586717580,530414783,549207799,703431890,713861182,783666761,1004382014,1007159379,921969175,699327262,714336958,720079479,880452598,1290739338,1374497138,1204808334,1408227573,1524601500,1431664693,1137696926,1139802138,1248719397,1541163759,1646817585,2186590633,2115420730,2216274425,1908084926,1845802233,2449583215,3440286838,4989854519,6184369749,6371050113,4585022253,2016845660,1936513732,2339187479,2357721490,2515830550,3065780651,3386606656,4353187004,5383966139,5734658439,5146199157,4589506384,5889833721,6943183304,7574721126
Iceland,Changes in inventories,-4648864,17431818,-15256000,-6373832,26318721,25235694,-14368316,34811183,-20461373,12565797,13911418,34627582,78995617,-52098787,24515534,-30157224,-61883447,-18488213,41850414,-17362779,-41731648,16136289,-4632508,32979957,-1393121,47177622,380662,1438559,12768056,1658941,33987952,-22258063,208953,-16053465,-5411469,-124269608,115756982,32649582,118238571,-1183031,-23846513,32822763,4858806,-21341429,11684302,12367829,30821714,-7681124,71461287,-43666813,23382285,36659279,71366455,214606817
Iceland,Exports of goods and services,233403409,247179545,289635138,404474811,468885628,461374150,568042780,716305627,903766541,1066704198,1182331111,1191334107,1016615076,1081527245,1072641008,1183252829,1516686280,1864332270,1910726388,1873815879,2144154269,2130769137,2113684147,2007806625,2251421397,2493203720,2658458135,2689830020,2871537950,2915299880,2899938189,3042019088,3309447854,3728494222,4480779770,5116290423,5310428256,7110704785,7284144415,6408805930,7115708401,8302715852,8102421430,8586232154,9205258379,9047940783,9873435455,11308798727,12092271469,10789017068,7204860633,9625741164,13146257025,13671430601
Iceland,Imports of goods and services,225194318,290564773,305399861,428986049,615631555,579008426,563603012,735436718,832984050,1037270278,1185809486,1245842691,1169309640,1025826847,1077215476,1181925604,1369558027,1927005732,1970827518,1753605367,2067696730,2222218909,2126362714,1820239550,1933732492,2247450213,2621869173,2654797725,3241178607,3320940069,3520831393,3112265102,3160503606,4066222597,5256648396,7093791490,8231507894,9057418952,7661401833,5350550650,5761759443,7133334343,7251755950,7343638310,8066623022,7736736412,8493798577,10199603325,11184534230,9662621976,7498116408,10072027003,13186348316,13517094343
Iceland,Gross Domestic Product (GDP),526704545,670251136,839648791,1154386886,1515165330,1406920850,1669473116,2208509077,2511818476,2853435054,3381389885,3493005069,3206617991,2765954047,2864437622,2984054753,3989626784,5520320783,6106638182,5672570278,6468739130,6909725408,7080977636,6218583218,6389462322,7123637089,7426082271,7569673904,8503689104,8982048417,9025666485,8234846523,9318398444,11429335645,13825309101,16852971987,17465318552,21652505597,18074619562,13154416197,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24681343649,21629953194,25825287184,28770206627,31325116556
Iceland,"Agriculture, hunting, forestry, fishing (ISIC A-B)",52517588,67371201,82232676,116219001,155965244,126902706,146251100,224566305,267916128,299870794,338302068,329159476,246999945,213474224,235266713,284881177,398270496,563660956,604807137,529711604,619876984,683123598,681448076,594788988,580175956,667197539,679354679,609047696,689579880,682700446,629901160,615006456,698321908,734165063,730519867,792724909,830249416,905654469,883036221,743305226,864035832,976852141,965877239,942238492,941120113,926820604,951216103,934234620,1025513825,1082284731,1003781354,1127000067,1222804855,1195949297
Iceland,"Mining, Manufacturing, Utilities (ISIC C-E)",104857519,128512988,159663571,248600641,257134954,260850257,331796118,433448364,464522278,591190870,711765289,713014734,642756816,582547451,655780903,642183439,857551526,1182851727,1271422829,1119229485,1188717380,1258490625,1266427426,1108761753,1168117259,1293215111,1338121827,1360180024,1432702267,1380929618,1348545079,1407439982,1405071833,1624021216,1886891155,1969654767,2211427928,2419023355,2739066895,2021391280,2466414454,2820067715,2508174742,2707224298,2842480153,2643954138,2796671630,3189178453,3333834268,3057111031,2831988655,3628328778,4174497709,4392823565
Iceland,Manufacturing (ISIC D),89263985,109283050,134023526,214442030,217823931,210096160,274413754,363734105,387145105,491663460,576315360,586907398,512410656,418479128,474124831,476111020,672036769,971158735,1005271162,879700574,936544411,1003335551,990399185,859927877,928784663,1010431463,1058555211,1066784000,1142711591,1062696734,1042220421,1099391225,1081144906,1252227039,1442022548,1439329741,1572338743,1675442557,1960388313,1439409089,1776058902,2010962270,1719482202,1871894245,2036796458,1880095128,1929035831,2192868921,2236528464,2094352485,1925115987,2530054183,2940435542,2991776511
Iceland,Construction (ISIC F),73933995,94751041,115488625,164156454,218718924,177379572,213017407,259109851,275390428,275762080,335775334,355394517,371373973,262905251,273180015,269496720,379258772,570813935,574683510,528479485,591290686,604842836,626462198,519881524,483971261,535816856,523141482,578898252,654102694,659050428,714506679,606437142,661871022,804692958,1091569237,1483470507,1633985537,1879930997,1383249491,560703911,559271843,588714711,599159579,691980766,869894922,870163917,1274150869,1647395704,1871194987,1762661676,1530416774,1615474937,1872427901,2203223598
Iceland,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",50981466,64034467,79508179,115611456,139050079,129654344,154814053,185597571,211564418,244454807,326093029,354749290,292049646,309856362,317390810,310758911,425985852,636730167,622353822,592119935,807583245,864228269,897844343,750885321,778054566,871338992,922022759,875386303,976853468,1047804709,1014616797,842841225,980278433,1177364215,1434251711,1751823314,1651985024,2128114511,1632724463,1227417726,1236323157,1531778568,1397165327,1572217028,1862781928,1921796302,2483718683,2929642894,3005634470,2797242925,2168414462,2859129859,3230532189,3749107294
Iceland,"Transport, storage and communication (ISIC I)",61893338,77980872,100892433,133938435,170988481,185156221,195288271,227664391,259784970,261902634,305367657,350924752,323739743,299748331,310312215,281771988,366552761,514662902,568709088,475960898,588302360,604256042,624332802,547927218,655469728,727290248,740147011,748857458,852631681,898814424,895248229,824119393,911401975,1060597056,1239549182,1426585684,1346111143,1617677714,1395655971,1080772811,1208772960,1344098104,1252736661,1524840775,1628855600,1764507914,2132341453,2458642852,2669331001,2492989759,1797226420,2164525956,2666436401,3011062904
Iceland,Other Activities (ISIC J-P),133868650,172781378,217437540,283678563,407058258,369305285,414065727,544210661,643352683,739479649,848685493,843745591,884620664,772100739,731774902,837581198,1042251353,1620160423,1917030535,1717915404,1925388358,2094523458,2243477795,1950111185,2012209057,2230222510,2332483416,2371495449,2773335502,3024381114,3208166507,2997720340,3588429569,4621634839,5597151224,6944154182,7239732645,9745352057,8045223069,6247812266,6051395392,6422259298,6477583354,7028036409,7878259824,7591806863,8972636527,10788978899,11486769546,10986157644,10089053968,11539637175,12032252440,13488175700
Iceland,Total Value Added,478052556,605431944,755223025,1062204549,1348915940,1249248385,1455232676,1874597143,2122530904,2412660834,2865988869,2946988359,2761540787,2440632358,2523705558,2626673434,3469870760,5088880110,5559006920,4963416812,5721159013,6109464827,6339992639,5472355990,5677997827,6325081256,6535271175,6543865181,7379205491,7693680738,7810984451,7293564538,8245374740,10022475347,11979932376,14368413364,14913491693,18695753103,16078956109,11881403220,12386213637,13683770537,13200696902,14466537768,16023392539,15719049736,18610735265,21948073423,23392278096,22178447765,19420881632,22934096773,25198951497,28040342358
India,Final consumption expenditure,55326240238,60177465965,65183988752,76354451086,88413898920,88735890914,86878193327,101714484347,118254748339,130304046907,163650011333,171145985959,174385417143,190856699882,188566681303,193026792437,213852483839,232779988666,252130504723,242405879047,257915717982,227418165289,225143238204,219632960949,246550232727,276014199231,294786861242,318905831521,325249529691,351815476865,360381289957,372450793312,381215838228,433896502919,483445017043,557954511312,618961415278,777447406438,851933888337,886722312586,1097482311894,1259645058654,1249482453879,1302464001820,1400814336807,1490614112101,1594336060224,1823707884483,1937556968560,2052999211445,1948193382197,2280209663288,2456117171499,2529259033717
India,Household consumption expenditure (including Non-profit institutions serving households),49741148289,53705844965,58393890721,69052543401,79947973075,79083588412,76857498527,90751223562,105273003612,115257946652,145597827305,151937563096,153593574941,168366609166,165582127818,167882680345,184693360258,199476058525,216329304937,207250444263,220770713985,195156874276,193086512139,188025185259,212370282841,236827305976,254119631639,271973633928,274090569472,295590143498,303491906159,314742203877,323200030443,368696840531,410286621346,472577818922,526909652131,660608437542,718361758426,736001316661,913697057785,1052153025863,1050669005381,1105100253840,1187513970890,1266743883972,1358209828556,1541141155706,1638453538843,1738894924004,1637051556775,1945764427211,2089261730485,2157709713718
India,General government final consumption expenditure,5585091949,6471621001,6790098031,7301907685,8465925845,9652302503,10020694800,10963260785,12981744727,15046100255,18052184028,19208422863,20791842202,22490090717,22984553485,25144112092,29159123581,33303930141,35801199786,35155434785,37145003997,32261291013,32056726065,31607775690,34179949886,39186893254,40667229603,46932197593,51158960218,56225333367,56889383798,57708589435,58015807785,65199662389,73158473480,85376692390,92051763147,116838968895,133572129911,150720995925,183785254108,207492032792,198813448498,197363747981,213300365918,223870228129,236126231668,282566728776,299103429717,314104287441,311141825422,334445236077,366855441014,371549319999
India,Gross capital formation,10227772896,11587349896,11548797280,16285408084,18550733995,18975679902,19308772758,22971796341,31455251827,33559115293,38786786533,40895190517,42193938177,43961289559,45923857735,51274035424,54842369132,66060600044,76241557134,77984616586,92697498831,68680602881,73199582720,68962956305,87624154302,101658605935,100859737110,117729907053,112488951010,133061945860,124985143668,128693766122,137303196745,174015986119,247482887015,299997675736,338030264266,463637243078,486155174613,510993569570,664290005817,729156612810,719932768921,647487149480,684878254022,689403666700,731907753737,889347824169,935239451936,867136663912,755415051487,1034672095189,1103948740727,1191441550511
India,Gross fixed capital formation (including Acquisitions less disposals of valuables),9698056135,11095582237,12404652494,13815693206,16268683996,18022127266,18944455697,22367739759,26669427210,30951121124,36801025923,39643884983,42951812710,45842300413,46276739262,50156898547,57814350275,68242753423,72723106524,74716908225,85846706853,71589669164,73686101712,67991266626,76506314571,93454734148,96541070525,107875890158,109358197962,130851975583,127262939750,149949616753,148227224682,175269755881,225210629837,279404693540,326638869888,437579003205,457066456832,471190462746,591344554544,696536039993,673453214330,627562661241,648833342912,648553737724,670582097460,776591498784,847283473683,839982622595,769750504256,996328372746,1096974101092,1155705631982
India,Changes in inventories,529716761,491767660,-855855214,2469714878,2282049999,953552637,364317061,604056582,4785824617,2607994169,1985760610,1251305534,-757874533,-1881010855,-352881527,1117136877,-2971981142,-2182153379,3518450610,3267708362,6850791978,-2909066284,-486518992,971689679,11117839732,8203871787,4318666586,9854016894,3130753048,2209970277,-2277796082,-21255850631,-10924027938,-1253769762,22272257178,20592982196,11391394378,26058239873,29088717781,39803106824,72945451273,32620572817,46479554591,19924488240,36044911110,40849928975,61325656277,112756325385,87955978253,27154041317,-14335452769,38343722444,6974639635,35735918529
India,Exports of goods and services,2361333331,2453304711,2929763995,3655367998,4733630977,5745059787,6851246908,7598491871,8684411874,10263616250,11482975327,11844976582,12229337551,13010330120,13945772309,12087721072,13118086302,15647108745,18619562289,21330005239,23215356929,24735259933,25971056245,28251131738,32385999216,40315999294,40880899556,45493817541,47329860748,52884620782,61886085288,61618795396,73144140194,89608323558,125572676305,161471066594,199720094812,246419139413,305426824620,268313778528,374010415707,459376379352,456555635053,487523266411,469221540344,425341343092,438835981757,493157741477,550712513702,532827276333,500574708059,683141291361,795431566774,781243521541
India,Imports of goods and services,2421333331,2677545839,2698016371,4102278714,5898832448,6762264887,6265336397,7457736675,9060349872,12422175351,17291231869,17103379309,16642813776,17501909191,17147509004,17587872664,17729994053,19487713613,23000508967,24783211611,27821864199,24733061399,28165662970,28202596473,33375042840,44701223453,45443855250,50761861883,54471269735,61711614606,66202130520,65919397668,78168793481,93784285032,138127494494,184459515000,229663144462,294837301766,370999470944,340280947390,448364261867,581857048783,581697031471,544697654992,530229013679,474642417688,479288106988,576059437007,654657690180,606391845944,511108733234,766933849456,917635547427,860819856283
India,Gross Domestic Product (GDP),62422483000,66898484438,72744178924,86851358251,97977985187,101735373664,102463676507,119039438267,137524183976,152061725542,187032815265,199543858660,204391186466,222870092880,221946226842,230042716847,252454324684,279184279235,308515067299,304013813794,329139432439,291200362702,293692987227,287273815813,327525496496,371782719797,393646925603,425545042367,429550239495,461791149191,476148034907,490658804656,512774618109,599470430509,703128958274,823611578011,939066417429,1184724488414,1267470121376,1315230229768,1669619794642,1871918010542,1860877235564,1917053695705,2042939289738,2146758604759,2290586637671,2624329038245,2763534978089,2854799153709,2679380844113,3192374582256,3428512246618,3575777914184
India,"Agriculture, hunting, forestry, fishing (ISIC A-B)",25159589226,25728683780,27917651280,36087353867,37781336766,36221308302,34591066586,41995291820,46034325470,48015645441,62412577571,64011525973,62474804201,70312398069,66614491762,65681261207,68749087698,74977851994,86228262925,82374919036,88951802457,79918793424,78355714926,77176732074,86420929672,90910816143,99530982820,103654687675,104308427796,104355362712,100394054485,103803851213,97635074004,114726839724,125260207106,145122077734,157851737801,198442830701,212820158211,220720274557,285486249761,321819649390,313471787066,328744487295,343049027705,347227644556,374827040077,434545099302,443039721575,478337822121,500201221948,554597238450,570484931007,572065899747
